title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Lantern's Lane",movie,"Comedy, Horror, Thriller",2021,tt11880264,3.2,883,
"The Last Tourist",movie,Documentary,2021,tt13654780,7.1,411,
Ruined,movie,Drama,2021,tt15752640,5.7,14,
"Wyrmwood: Apocalypse",movie,"Action, Comedy, Horror",2021,tt14858054,5.5,3614,
"God's Country",movie,Thriller,2022,tt11818818,5.6,4400,
"Merry Liddle Christmas Baby",movie,"Comedy, Drama, Romance",2021,tt15783694,6.5,390,
"The Good Father: The Martin MacNeill Story",movie,Crime,2021,tt15566744,5.5,585,
Abandoned,movie,"Drama, Horror, Mystery",2022,tt2980152,3.8,4046,
"Boston Strangler",movie,"Crime, Drama, History",2023,tt2560078,6.5,37189,
"Holiday in Santa Fe",movie,"Comedy, Drama, Family",2021,tt14482374,6.1,1199,
"The Holiday Fix Up",movie,"Drama, Romance",2021,tt15245738,6.4,1225,
"Stop the Bitch Campaign: Reboot",movie,Horror,2020,tt32454653,,,
"The Enchanted Christmas Cake",movie,Romance,2021,tt15091462,5.5,738,
"Mistletoe in Montana",movie,"Drama, Romance",2021,tt15196292,5.3,583,
"Captain Nova",movie,"Adventure, Family, Sci-Fi",2021,tt14915608,5.5,2280,
"Muthukulikka Vaariyala",movie,Drama,1995,tt11898556,,,
"The Klutzy Witch: Fuka and the Witch of Darkness",movie,"Adventure, Animation, Comedy",2023,tt19047064,6.2,28,
"Fortress: Sniper's Eye",movie,"Action, Thriller",2022,tt14577304,3,1737,
"True Scary Story - Accident Property Entertainer",movie,"Comedy, Horror",2021,tt19878374,,,
"Under the Christmas Tree",movie,"Drama, Romance",2021,tt15515882,5.7,1101,
Consecration,movie,"Horror, Thriller",2023,tt14993352,5.2,4508,
"Like You Know It All",movie,"Documentary, Short",2021,tt14598976,,,
"Shrieking in the Rain",movie,"Drama, Comedy",2021,tt15742538,5.8,51,
TANNISHO,movie,"Animation, Drama",2019,,,,
"The Little Alien",movie,"Adventure, Animation, Family",2022,tt13387818,5.5,183,
"Room 203",movie,"Drama, Horror, Thriller",2022,tt12283036,4.3,2133,
"The Highway Family",movie,Drama,2022,tt23622670,6.2,139,
"Ondine's Curse",movie,"Drama, Short",2014,tt5098486,,,
"Dreamin' Wild",movie,"Biography, Drama, Music",2022,tt10245106,6.4,1445,
"Kamen Rider: Beyond Generations",movie,Action,2021,tt15978702,7.8,86,
"Cristiano y Messi, la tormenta perfecta",movie,Documentary,2021,,,,
Slayers,movie,"Comedy, Fantasy, Horror",2022,tt9365800,3.3,2235,
Corsage,movie,"Biography, Drama, History",2022,tt11992694,6.5,10701,
"Rabbit Academy: Mission Eggpossible",movie,"Adventure, Animation, Comedy",2022,tt12631784,5.4,347,
"Game of Love",movie,"Drama, Romance",2022,tt15397918,3.3,2066,
"Ace Bodyguard",movie,Action,2021,tt23321448,4.1,14,
"Princess Principal Crown Handler: Chapter 1 – Busy Easy Money",movie,"Animation, Action, Adventure",2021,,,,
"The Pod Generation",movie,"Comedy, Romance, Sci-Fi",2023,tt15768848,5.6,5939,
"Struggling Man",movie,Comedy,2021,,,,
"Prior Convictions",movie,"Crime, Drama",2022,tt19063418,6.3,214,
"Lesson in Murder",movie,"Crime, Mystery",2022,tt18815700,6.3,618,
"20-Year-Old Soul",movie,Drama,2022,tt18952684,6.6,34,
Haman,movie,"Drama, Fantasy, Horror",2015,tt4401702,4.8,17,
Breathe,movie,,2021,,,,
"Aoi-chan Won't Let Me Do It",movie,"Comedy, Drama, Romance",2021,tt15359622,6,9,
"The Good Neighbor",movie,"Crime, Mystery, Thriller",2022,tt14349032,6,15493,
"Section 8",movie,"Action, Thriller",2022,tt14950412,4.3,1973,
"Princess Principal: Crown Handler: Chapter 3",movie,"Action, Adventure, Animation",2023,tt23638846,8,51,
"American Sicario",movie,"Action, Crime, Drama",2021,tt13322120,4.3,10941,
"The Secret Kingdom",movie,"Adventure, Family, Fantasy",2023,tt14799576,4.8,1816,
"Driving Madeleine",movie,"Comedy, Drama",2022,tt14586118,7.2,3091,
Vendetta,movie,"Action, Thriller",2022,tt14849038,3.7,2876,
"Legendary Hit-man, Kunioka (2021)",movie,"Action, Comedy, Drama",2021,tt16170220,6.6,27,
"Kamen Rider OOO 10th: The Core Medals of Resurrection",movie,Action,2022,tt15850452,6.2,95,
Custody,movie,,2021,,,,
"メビウスの悪女 赤い部屋",movie,"Horror, Romance",2020,,,,
"Uninvited Guest",movie,,2014,,,,
"The Blue Skies at Your Feet",movie,Romance,2022,tt16732214,5.5,201,
Freelance,movie,"Action, Comedy",2023,tt15744298,5.5,24375,
"Itsudemo yume o",movie,,1963,tt1573845,6.6,10,
"Independence of Japan",movie,History,2020,tt13729106,6.1,17,
"The Right to Happiness",movie,Drama,2021,tt13913738,6.6,105,
"A History of Love",movie,"Drama, Romance",2019,,,,
"Christmas on the Farm",movie,"Comedy, Drama, Romance",2021,tt15289090,5.2,1149,
Popuran,movie,Comedy,2022,tt13167612,5.8,229,
"Dead Asleep",movie,"Biography, Crime, Documentary",2021,tt15185642,5.8,790,
"City of Dreams",movie,"Drama, Thriller",2023,tt6898324,6.8,1048,
Close,movie,Drama,2022,tt9660502,7.8,41769,
"Madagascar: A Little Wild Holiday Goose Chase",movie,"Adventure, Animation, Comedy",2021,tt15474126,5.4,94,
"The Housewife & the Shah Shocker",movie,"Crime, Documentary",2021,tt16152600,5.3,117,
"The Conference",movie,"Drama, History, War",2022,tt14321668,7.2,4735,
"The Land Beyond the Starry Sky",movie,Fantasy,2021,,,,
"Rose's War",movie,Thriller,2023,tt28661069,5.6,1009,
"Wedding High",movie,"Comedy, Drama, Romance",2022,tt15400628,6.3,158,
"The White Crow",movie,"Animation, Short",2018,tt10539260,6.1,15,
"Harmony from the Heart",movie,"Comedy, Romance",2022,tt16374856,6.5,801,
"Gekijouban Isekai Quartet: Another World",movie,"Animation, Comedy, Fantasy",2022,tt15801642,7.1,147,
Aftershock,movie,Documentary,2022,tt16376478,6.8,389,
"Fire of Love",movie,"Biography, Documentary",2022,tt16227014,7.6,15537,
"A Love Song",movie,Romance,2022,tt12691830,6.7,2446,
"My Old School",movie,"Comedy, Documentary, Drama",2022,tt8595016,7.1,1828,
"To the End",movie,Documentary,2022,tt16378064,3.4,1665,
Humane,movie,"Horror, Thriller",2024,tt16280912,5.5,6724,
"The Lost King",movie,Drama,2022,tt13421498,6.7,9354,
"Your Turn to Kill",movie,"Drama, Mystery",2021,tt15034594,5.1,174,
"Gridman Universe",movie,"Action, Adventure, Animation",2023,tt16418362,6.9,257,
"Ultraman Trigger: Episode Z",movie,"Action, Sci-Fi",2022,tt16793792,7.5,95,
Wildflower,movie,"Comedy, Drama",2022,tt12024308,6.8,4584,
Rika,movie,Crime,2021,tt14316716,4.5,6,
"The Tunnel to Summer, the Exit of Goodbyes",movie,"Animation, Drama, Fantasy",2022,tt17382524,7,3989,
"The Quiet Girl",movie,Drama,2022,tt15109082,7.7,25315,
"Official Film of the Olympic Games Tokyo 2020 Side A",movie,"Documentary, Sport",2022,tt19885624,6.2,19,
"Dreaming Walls: Inside the Chelsea Hotel",movie,Documentary,2022,tt14679114,6.1,449,
"Code Name Banshee",movie,"Action, Thriller",2022,tt15438542,3.7,2400,
"Gasoline Alley",movie,"Action, Thriller",2022,tt14174168,3.9,3102,
"Camp Hideout",movie,"Comedy, Family",2023,tt14051976,4.3,1118,
"Nihon touitsu",movie,Drama,2013,tt16475496,,,
"Dragon Knight",movie,Fantasy,2022,tt13117446,3.3,2256,
R.M.N.,movie,Drama,2022,tt18550182,7.2,5921,
"Eiga Odd Taxi: In the Woods",movie,"Animation, Mystery, Thriller",2022,tt16609250,6.1,243,
Supernova,movie,Music,2021,,,,
"White Men Can't Jump",movie,"Comedy, Drama, Sport",2023,tt6436620,5.2,11045,
"Devil's Peak",movie,"Adventure, Crime, Drama",2023,tt10980638,5.3,1307,
Oshûkatsu,movie,"Drama, Family, Romance",2021,tt14404588,7.2,12,
"Une balle dans la tête",movie,Documentary,2021,,,,
"Wrong Place",movie,"Action, Crime, Thriller",2022,tt15837458,3.5,5420,
"Love Is Blind, Hate Too",movie,Thriller,2022,tt22188028,4,47,
"99.9 Criminal Lawyer: The Movie",movie,"Comedy, Crime, Drama",2021,tt15434284,6,168,
"One Day, You Will Reach the Sea",movie,Drama,2022,tt16734276,6.4,258,
"ひばり姫 初夢道中",movie,,1952,,,,
"The Ledge",movie,"Action, Adventure, Thriller",2022,tt6805938,5.2,6761,
"Saint Omer",movie,Drama,2022,tt15376894,6.8,5759,
"Boku wa benkyo ga dekinai",movie,Drama,1996,tt0811601,,,
"If These Walls Could Sing",movie,"Biography, Documentary",2022,tt13943546,7.2,1206,
"The Tropical People",movie,"Comedy, Romance",1994,tt0228635,5.6,18,
"Gekijôban Sanjûsai made Dôtei Da to Mahôtsukai ni Nareru rashii",movie,"Comedy, Fantasy, Romance",2022,tt19632738,7.3,723,
Straying,movie,"Drama, Romance",2022,tt22475136,6.5,36,
"Craig Before the Creek",movie,"Adventure, Animation, Comedy",2023,tt17154734,6.9,355,
"Two Out Full Base",movie,Action,2022,,,,
"Gamestop: Rise of the Players",movie,Documentary,2022,tt17200376,6.1,638,
"Melting Sounds",movie,Drama,2022,,,,
Find,movie,Horror,2019,,,,
Wish,movie,,2021,,,,
"Thunderbolt Fantasy: Sword Travels from the East",movie,Music,2018,,,,
Priplyli!,movie,Comedy,2022,tt14780124,4.8,50,
"I Can't Stop Biting You",movie,"Comedy, Fantasy, Romance",2022,tt17517630,5.5,37,
"Boonie Bears: Back to Earth",movie,"Animation, Comedy, Family",2022,tt17081112,5.6,701,
"Lights Out",movie,"Action, Thriller",2024,tt16368898,4.9,1709,
"Daitokai: Bakuhatsu-hen",movie,Drama,1930,tt0778663,,,
"Message from Space: Galactic Wars The Movie",movie,"Action, Science Fiction",1978,,,,
"Look at Me: XXXTentacion",movie,"Documentary, Music",2022,tt10723416,7.5,1986,
"A Lot of Nothing",movie,"Comedy, Drama, Thriller",2022,tt11648994,4.5,525,
Slash/Back,movie,"Adventure, Horror, Sci-Fi",2022,tt9050310,5.7,2114,
"Pretty Problems",movie,"Comedy, Drama, Romance",2022,tt15566896,5.6,1585,
"Bad Axe",movie,Documentary,2022,tt12915238,7.5,545,
"Jazz Fest: A New Orleans Story",movie,"Documentary, Music",2022,tt16418964,7.2,263,
"Christmas with the Campbells",movie,"Comedy, Romance",2022,tt17542540,5.4,2323,
"We Feed People",movie,Documentary,2022,tt12156974,7.4,603,
"Delicious Party Pretty Cure: Yumemiru Okosama Lunch!",movie,"Action, Adventure, Animation",2022,tt22746976,6.3,14,
Cypher,movie,"Documentary, Music, Thriller",2023,tt17676714,5.8,156,
"Super Girl Maria",movie,"Action, Horror, Science Fiction",1991,,,,
"Super Girl Maria: Final Fight",movie,"Science Fiction, Horror",1991,,,,
"A Man Called Otto",movie,"Comedy, Drama",2022,tt7405458,7.5,187452,
"Avataro Sentai Donbrothers the Movie: Shin Hatsukoi Hero",movie,"Action, Short",2022,tt18347074,7.1,57,
"Kamen Rider Revice: Battle Familia",movie,"Action, Fantasy",2022,tt21110200,6.6,67,
"The Killer",movie,"Action, Crime, Thriller",2022,tt19713090,6.7,5158,
"Epic Tails",movie,"Adventure, Animation, Comedy",2022,tt22360682,5.8,997,
"97 Minutes",movie,Thriller,2023,tt16496386,3.8,9116,
"Sadako DX",movie,"Comedy, Horror, Mystery",2022,tt19815280,3.6,617,
"Nippon keishichô no haji to iwareta futari: keiji chindôchû",movie,Comedy,1980,tt0843275,5,9,
"Girl in the Shed: The Kidnapping of Abby Hernandez",movie,"Drama, Thriller",2022,tt16532174,5.4,945,
"Nebagiba New World",movie,Drama,2021,,,,
Simulant,movie,"Crime, Drama, Sci-Fi",2023,tt13130024,5.2,6465,
"Iron Kung Fu Fist",movie,Action,2022,,,,
"Stolen by Their Father",movie,"Drama, Thriller",2022,tt15825238,6.4,337,
"Lonely Castle in the Mirror",movie,"Adventure, Animation, Drama",2022,tt22868842,6.9,1383,
"Seeking Mavis Beacon",movie,Documentary,2024,tt18322912,5.8,170,
"Evil Eye",movie,Horror,2022,tt15847880,5.6,1681,
"Stalked by a Prince",movie,Thriller,2022,tt18349310,4.7,209,
"Kikai Sentai Zenkaiger vs Kiramager vs Senpaiger",movie,Action,2022,tt18342066,7.3,24,
"The Hater",movie,Comedy,2022,tt18019258,4.5,337,
"The Royal Hotel",movie,"Drama, Thriller",2023,tt18363072,5.8,13369,
"Storm Crashers",movie,"Adventure, Animation, Family",2024,tt8816708,6.4,524,
Musicophilia,movie,Drama,2021,tt14288036,4.4,5,
Pretenders,movie,Drama,2021,tt15371250,,,
"A Haunting in Venice",movie,"Crime, Drama, Horror",2023,tt22687790,6.5,128553,
"Dead Zone",movie,"Action, Horror, Sci-Fi",2022,tt18396866,3.6,831,
"Fast Charlie",movie,"Action, Crime, Drama",2023,tt6722400,6,25524,
"Nagashiya Teppei",movie,Drama,2015,,,,
"Shimada Yôshichi no saga no gabai bâchan",movie,Drama,2009,tt1422753,7.6,6,
"Planet Prince",movie,Sci-Fi,2021,tt14801686,,,
"Just Super",movie,"Animation, Family",2022,tt21212718,5.2,380,
"Into the Deep",movie,"Crime, Drama, Horror",2022,tt11005128,4.6,1924,
Starkeisha,movie,"Fantasy, Short",2022,tt18377720,7.7,54,
Pearl,movie,"Drama, Horror, Thriller",2022,tt18925334,7,134640,
"Far Away, Further Away",movie,Drama,2022,tt21224496,,,
Flashover,movie,"Action, Drama, Thriller",2022,tt18749248,5.3,295,
"Only Flowers Live By Windows",movie,,2022,,,,
"The Way of the Househusband",movie,"Action, Comedy",2022,tt21097018,5.8,136,
"Break of Dawn",movie,"Animation, Sci-Fi",2022,tt21216020,5.8,36,
"Chiisana sunakku",movie,"Drama, Music",1968,tt0162245,,,
Assailant,movie,"Action, Adventure, Thriller",2022,tt14469194,5.2,352,
"My Happy Ending",movie,"Comedy, Drama",2023,tt3197780,5.4,515,
"Moving On",movie,Comedy,2022,tt15488088,6,3843,
Dakota,movie,Family,2022,tt10241772,5.3,3079,
"Spirit of Wonder: Miss China Short Stories",movie,"Adventure, Animation, Sci-Fi",2001,tt33059190,,,
"This Child Is Evil",movie,"Drama, Thriller",2022,tt21649884,5.1,114,
"Plan 75",movie,"Drama, Sci-Fi",2022,tt19719904,6.6,2560,
Mayhem!,movie,"Action, Thriller",2023,tt19319352,6.3,2860,
Tsunami,movie,Animation,2022,,,,
"Shark Bait",movie,"Horror, Thriller",2022,tt12550376,4.4,5223,
"Bad Guy Beach",movie,Drama,1995,,,,
"The Lines That Define Me",movie,Drama,2022,tt21816922,6.6,273,
"It's in the Woods",movie,"Horror, Mystery, Sci-Fi",2022,tt21288116,3.4,107,
"Offbeat Cops",movie,Mystery,2022,tt19845370,6.1,159,
"Kingdom 2: Far and Away",movie,"Action, Adventure, History",2022,tt12415670,6.7,2123,
"Catering Christmas",movie,"Comedy, Romance",2022,tt19264600,5.9,4965,
"Dad Jokes",movie,,,,,,
"BL Metamorphosis",movie,"Comedy, Drama",2022,tt20413256,7,378,
"Princess Principal: Crown Handler: Chapter 2 – Revealing Reviews",movie,Animation,2022,,,,
"Inumo Kuwanedo Charlie Wa Warau",movie,Comedy,2022,tt22644272,6.9,57,
"The Drop",movie,Comedy,2022,tt19758112,4.3,1018,
"Next Exit",movie,"Comedy, Mystery, Romance",2022,tt19595494,5.6,2030,
"The Taste of Things",movie,"Drama, History, Romance",2023,tt19760052,7.4,16929,
"Four Samosas",movie,"Action, Comedy, Romance",2022,tt15327014,5.5,295,
"There There",movie,"Comedy, Romance",2022,tt19796976,5.2,149,
"Leave No Trace",movie,"Crime, Documentary",2022,tt19800112,6.8,521,
"High & Low: The Worst X",movie,Action,2022,tt19783642,6.6,832,
"Once Hit the Bottom",movie,Drama,2022,tt16427674,4.2,19,
"Sniper. The White Raven",movie,"Drama, War",2022,tt19465630,6.4,7130,
"Making of Battle Royale II: Requiem",movie,Documentary,2003,,,,
"A World Without Cherry Blossoms",movie,Drama,2022,,,,
"Red Riding Hood",movie,"Adventure, Family, Fantasy",2022,tt19843354,4.5,106,
"The Dry Spell",movie,Drama,2023,tt26930646,6.2,96,
"1446: An Eternal Minute",movie,"Comedy, Drama",2022,tt16960466,,,
"Re:Cycle of Penguindrum: Part 2 - I Love You",movie,"Adventure, Animation, Fantasy",2022,tt27272779,7.2,31,
"Aikatsu Planet! Movie",movie,"Animation, Comedy, Family",2022,tt24580508,9.2,43,
"Jane Goodall: Saving Paradise",movie,Documentary,2018,,,,
"Garden of Remembrance",movie,"Animation, Short",2022,tt30782665,7.7,69,
"Ren ai izonsyou no onna",movie,Romance,2018,tt11371464,,,
"Christmas in Pine Valley",movie,"Comedy, Romance",2022,tt14789426,4.9,660,
"A Merry Christmas Wish",movie,"Comedy, Family, Romance",2022,tt19898828,5.8,2115,
"Blue Jean",movie,"Drama, History",2022,tt8649344,7,5655,
"Kotei no Sora",movie,Drama,2021,tt15386392,,,
"Maybe I Do",movie,"Comedy, Romance",2023,tt20879602,5,10517,
"The End We Start From",movie,"Drama, Thriller",2023,tt21810682,5.9,7743,
"Eien ga Tôrisugiteiku",movie,Drama,2022,tt20879866,,,
"Drive Into Night",movie,"Crime, Drama, Mystery",2022,tt21628252,5.7,62,
"Murder at Yellowstone City",movie,"Crime, Drama, Mystery",2022,tt11552344,5.3,2828,
"Which Brings Me to You",movie,Romance,2023,tt3468380,5.6,3998,
"Disappearance in Yellowstone",movie,Thriller,2022,tt19799972,5.1,363,
"Residents of Evil",movie,Horror,2022,tt18235852,6.6,43,
Femme,movie,"Drama, Thriller",2023,tt20114686,7.3,6666,
Vesper,movie,"Adventure, Drama, Sci-Fi",2022,tt20225374,6,24849,
"BiSH presents PCR is PAiPAi CHiNCHiN ROCK'N'ROLL",movie,,2022,,,,
"Haunting of the Queen Mary",movie,"Drama, Horror, Mystery",2023,tt3463938,4.1,4430,
"Eiga Osomatsusan",movie,Comedy,2022,tt15162634,6.3,33,
"Dance First",movie,"Biography, Drama",2023,tt15845360,6.1,696,
"Shin Tokyo koshin-kyoku",movie,,1953,tt0427854,6.9,11,
"Mob Land",movie,"Action, Crime, Thriller",2023,tt20424130,5.3,3451,
"Cannibal Cabin",movie,Horror,2022,tt11458170,2.4,229,
"The Promised Land",movie,"Action, Biography, Drama",2023,tt20561198,7.7,30761,
"Kingdom of the Dinosaurs",movie,"Adventure, Sci-Fi",2022,tt14118090,3.5,588,
"Dangerous Waters",movie,Thriller,2023,tt20024428,5.2,2369,
"Miranda's Victim",movie,"Crime, Drama",2023,tt14866108,6.6,2319,
"I’m Glad to Be Alive",movie,"Action, Drama",2022,,,,
"Kurama Tengu",movie,,1938,tt0328043,,,
Maneater,movie,"Action, Horror, Thriller",2022,tt15262370,3.1,2286,
"American Carnage",movie,"Action, Comedy, Horror",2022,tt20672490,5,4884,
Shrapnel,movie,"Action, Thriller",2023,tt11069220,4.9,1454,
"The Arctic Convoy",movie,"Action, Drama, History",2023,tt27724113,6.5,3612,
"Eye for an Eye",movie,"Action, Drama",2022,tt21318724,6.6,742,
"Zenbu Boku no Sei",movie,Drama,2022,tt24131652,6.1,17,
グレーゾーン,movie,,2021,,,,
Ruthless,movie,"Action, Thriller",2023,tt14670094,5.1,1759,
"John Crist: What Are We Doing (Full Comedy Special)",movie,Comedy,2022,tt21394224,6.9,39,
"Dalida La Discographie",movie,Music,2017,,,,
"Virgin Forest",movie,"Drama, Thriller",2022,tt21078728,4.4,595,
Fall,movie,"Action, Thriller",2022,tt15325794,6.4,118919,
犬神家の一族,movie,,2020,,,,
"Suitcase Killer: The Melanie McGuire Story",movie,"Drama, Mystery",2022,tt19813094,5.8,755,
"Fate of a Sport",movie,Sport,2022,tt19381408,7.5,128,
"Fuyu Soubi",movie,Drama,2022,tt19864186,6,26,
"Bad City",movie,"Action, Crime",2022,tt21243618,5.9,546,
Believers,movie,Drama,2022,tt21627390,6.3,113,
"Inspector Sun",movie,"Animation, Comedy, Family",2022,tt6661616,5.2,545,
"Day Zero",movie,"Action, Horror",2022,tt21254710,4.8,555,
"Machine Gun Kelly's Life in Pink",movie,"Documentary, Music",2022,tt21064272,6.4,1375,
"Next Door",movie,"Comedy, Crime, Mystery",2022,tt21301548,5.5,80,
"A Place to Fight For",movie,"Drama, Romance, Thriller",2023,tt21276064,6.1,694,
"Tell Me",movie,Drama,2022,tt20870440,6.4,8,
"Behind the Table: A View Reunion",movie,News,2022,tt21115608,,,
"My Favorite Girlfriend",movie,"Comedy, Romance",2022,tt15540696,3.5,436,
"Gold Kingdom and Water Kingdom",movie,"Animation, Drama, Family",2023,tt21105546,6.5,215,
"Sutorendjia - muko hadan",movie,"Action, Adventure, Animation",2009,tt11576584,6.4,12,
"Kamen Rider Revice The Movie Spin-Off: Birth of Chimera",movie,"Action, Science Fiction, Drama",2022,,,,
"Official Film of the Olympic Games Tokyo 2020 Side B",movie,"Documentary, Sport",2022,tt21056860,5.5,15,
"Bullet Proof",movie,Action,2022,tt10198564,4.3,1797,
"My Hero Academia: World Heroes' Mission - Take-Off",movie,Animation,2022,tt18933868,6.9,158,
"Fair Play",movie,Documentary,2022,tt15857800,6.5,137,
Gekido,movie,Thriller,2022,tt11911734,5.1,41,
"Love Is Light",movie,Romance,2022,tt27811244,6.6,71,
Skinamarink,movie,"Horror, Mystery",2022,tt21307994,4.7,18059,
"Uta no Prince-sama Maji LOVE Starish Tours",movie,"Animation, Music",2022,,,,
"Summit Fever",movie,Drama,2022,tt8514848,5.3,2260,
"Atsuhime No.1",movie,Comedy,2012,,,,
"Convenience Story",movie,"Comedy, Fantasy, Romance",2022,tt22775702,5.6,104,
"Jackie Fabulous: Menoplause",movie,Comedy,2022,tt14972122,6.1,21,
"Last Summer Wars",movie,Drama,2022,,,,
"The Good Mother",movie,"Crime, Drama, Mystery",2023,tt21222462,4.7,2457,
"어우동: 주인 없는 꽃",movie,,2014,,,,
"My Boyfriend in Orange",movie,Romance,2022,tt19850394,6.2,78,
"Gangnam Zombie",movie,"Action, Horror",2023,tt21109552,3.2,833,
Kappei,movie,"Action, Comedy",2022,tt15469504,6.1,109,
Marmalade,movie,"Comedy, Crime, Drama",2024,tt21275544,6.2,3394,
Level,movie,"Crime, Drama",1994,tt16975862,,,
"Gachiban Super Max",movie,Action,2012,tt2500412,,,
"GACHI-BAN: MAXIMUM",movie,,2011,,,,
"GACHI-BAN MAX",movie,"Action, Adventure, Crime",2010,tt2460424,7,14,
"GACHI-BAN: SUPREMACY 2",movie,,2013,,,,
"GACHI-BAN: CHRONICLE",movie,,2014,,,,
"GACHI-BAN: ULTRA MAX",movie,,2014,,,,
"GACHI-BAN: ULTIMATUM 2",movie,,2011,,,,
"GACHI-BAN: ULTIMATUM",movie,,2011,,,,
Brats,movie,Documentary,2024,tt15823728,6.5,6750,
"The Bears' School: Patisserie Jackie and the Sweet of the Sun",movie,"Animation, Family",2017,,,,
"I'm a cat!",movie,,2021,,,,
"Green Bullet",movie,Action,2022,tt21799576,6.1,30,
Collide,movie,Thriller,2022,tt17527124,4.3,1394,
"Operation Napoleon",movie,"Action, Adventure, Thriller",2023,tt15485390,6,3542,
"The Supremes at Earl's All-You-Can-Eat",movie,"Comedy, Drama",2024,tt13699132,6.4,1339,
